conversation_id,message,sentiment
15," haha I wish it were real! that's funny they did that in 1912, maybe they knew something that we dont?",Surprised
16,What would you do if you found a baby tiger inside of a duffel bag?,Curious to dive deeper
16," I would look around to make sure Mama tiger is not in the area and looking at me with, ""Gimme back my child"" look!",Happy
16," LOL yep you don't want to be around an angry tiger mom haha. I guess they found one on the southern Border in Texas, a bag with a baby tiger that is",Surprised
16,Was it a smuggling thing?,Curious to dive deeper
16,Yes I think so unfortunately. the smuggling industry is a billion dollar trade unfortunately,Sad
16," With 20 quintillion animals in this world, why would anyone feel the need to smuggle one?",Happy
16," Haha well different animals are definitely worth different amounts, I don't think a mosquito is worth anything LOL. Why do you think animals can get white patches on their foreheads?",Curious to dive deeper
16," Once domesticated, animals develop white patches on their foreheads, likely because once indoors, they run into painted walls and doors with their heads. I know i do.",Happy
16,Haha I wonder if humans developed these white patches as well. What do you think about Germany giving constitutional rights to animals? They did that back in 2002,Surprised
16," I think German constitutional right for animals are pretty cool. Pretty, pretty . I learned about that while watching the German remake of the classic film, ""12 angry hamsters""",Happy
16," Well I'll have to watch that movie. I just think it's cool that hiccups are relics of When Animals had both lungs and gills, so next time you have the hiccups think about that LOL",Surprised
16,Does that mean putting a bag over your head while hiccupping may cause you to de-evolve? Maybe that is what happened to the Loch Ness Monster! I'm glad  she is a protected species. Hate to think someone might bag Aunt Matilda.,Happy
16," It's funny that it's protected by 1912 Scottish law, the ""protection of animals act"". hopefully that means that it's a real animal LOL but I doubt it",Surprised
16," Yeah. Aunt Matilda would make a better hag fish anyway, or maybe a seahorse, since they are the only fish with a neck. ",Happy
16,That is crazy! I also think it's crazy that there is a jellyfish breed that can never die AKA its immortal,Surprised
16," Does that mean they never get cancer, or they get cancer forever? You know, 84% of genes associated with human disease are also found in the zebrafish, but I have never seen a zebrafish with MS or Parkinson's disease...",Happy
16," Haha I haven't seen it either! Maybe some people have the black swallower fish disease, because black swallow fish Can Eat Prey twice their length and 10 times their weight haha",Surprised
16," Haha. If  freshwater fish can drink through it's skin, why don't you ever see a freshwater fish floating in a margarita?",Happy
16,Haha I wish I could drink through my skin and float in a margarita LOL. Do you have any pets by the way?,Curious to dive deeper
16," Too many to count. We've had Hamsters, snakes, scorpions, lizards, fish, cats, dogs, chickens, birds...Our apartment is getting cramped...",Happy
16," Haha that's a lot of animals! We have a dog actually, but I can't believe that there are more pet tigers in the USA than Wild Ones in Asia, a lot of people must have illegal pets here",Surprised
17,Can you recommend any movies to watch?,Curious to dive deeper
17,Do you like Star Wars ? The movie about Hans Solo just came out on Netflix.,Curious to dive deeper
17,Is that the one where its about a young Han Solo?,Neutral
17," Yeah it is the one, so Han Solo is not played by Harrison Ford, does it affect your opinion of the movie ?",Curious to dive deeper
17,Someone else can fill Harrison Fords shoes? Maybe ill check into how well this Alden guy does in the role,Neutral
17," He did a good job, but Han Solo was already young in the 1977 movie, I think it impacted negatively the movie. ",Neutral
17,Does Chewbacca appear in this movie?,Neutral
17," Yes it does, but it is not the same actor who did the other movies. I don't think that matters too much. ",Neutral
17,I like their relationshop in the movies. Chewy is a very loyal friend,Happy
17,In the canon Chewy has a family a wife and 2 sons.,Neutral
17,Thats interesting. I heard George RR Martin had an illustration that Chewie is based off of,Surprised
17," I heard that too, it was on the cover of one of his small stories. It is a peculiar creature when you think about it. ",Neutral
17,I wonder what other crazy creatures we could have had in space with Martins help. There's a giant fictional Universe that could be filled.,Curious to dive deeper
17,Would you like to  see a film with Chewbacca as the principal character ?,Neutral
17,I think it would be interesting. There are also so many comic stories that could be told. I just wonder how communication would work in such a movie,Curious to dive deeper
17," They would use subtitles. And good storytelling, like how Hans Solo seems to understand Chewie's intentions, but not his words. ",Neutral
17,Yeah its like having a dog as a best friend. But able to shoot things,Neutral
17,There was also a dog movie that opened this summer A.X.L. about a robot dog.,Neutral
17,I will have to check that one out as well. Thanks for your time. have a good day,Neutral
17," Do you like dogs ? I love them, they were one of the first domesticated animals.",Neutral
17,Yes! dogs and elephants can understand pointing,Happy
18,Good Morning! How are you today?,Curious to dive deeper
18," Well, you may be on the other side of the fence but I like neither Kanye nor Trump.",Curious to dive deeper
18,I couldn't have said it any better lol. That was such an odd meeting between them two a couple months ago!,Curious to dive deeper
18," I recall the time that Kanye stood up to a President when he perceived racism, now he seems to have flipped.  I guess they money makes a big difference,",Surprised
18,A very big difference. He even thinks AIDS is a man-made disease!,Curious to dive deeper
18," People love a good conspiracy story.  I think that is how Trump does so well, people believe in the Deep State, and such.",Sad
18,I agree! What kind of music do you like to listen to?,Curious to dive deeper
18," I'm a kid of the eighties and nineties,  I never really moved on from that alternative rock scene.",Curious to dive deeper
18,Same here! I think rap has been a major significance in the last twenty years though huh?,Curious to dive deeper
18," There has been the odd rap song that I like, but for me it's cultural.  I'm just not from the environment most rappers are and can't appreciate their point of view.",Curious to dive deeper
18,I agree too! I can't believe a michigan judge once delivered her ruling to eminem in the form of a rap haha.,Curious to dive deeper
18," That's kind of cool, I like it when people don't take themselves too seriously.  Like when Kanye made fun of himself on SNL.  If only he'd do it more.",Happy
18," All he has to do is talk and it happens haha. I give him props though, he once gave his mic to a fan in a wheelchair at a concert. However, I'm sure he told a person to stand up in a wheelchair before too.....",Curious to dive deeper
18," Funny.  Are you one for hats?  Probably not a MAGA hat, but hat's in general? ",Curious to dive deeper
18," I wear hats when I'm out hiking, but that is about it, how about you?",Curious to dive deeper
18," Generally not.  I'm originally from the UK so I guess most people would associate me with a bowler hat, but never really worn any type of hat.",Neutral
18,It took me awhile to figure out what it looks like but now I know. Wasn't that the most popular hat in the old west too?,Curious to dive deeper
18," I'm guessing that is because of TV and movies, we get this idea of the way it is shown when reality is somewhat different. Being self deprecating, I'd say a dunces cap suits me well.",Happy
18,Well said! I think it suits me well too haha. That is where the conical party hat was derived from!,Curious to dive deeper
18,Or maybe we could give it to Mr West next time he wants to speak his mind to us.,Happy
18," Or just when he is walking around being the odd self he is. Anyways, I had a great chat with you, have an awesome day!",Curious to dive deeper
19,Do you like wearing hats? It has so many functions!,Curious to dive deeper
19,I don't like them on myself but I know a lot of people that can pull them off.,Neutral
19," Yes me as well. In the military hats denote a nationality, branch of service, rank or regiment.",Curious to dive deeper
19,I noticed the different hats in the military but did not know it had to do with rank.,Surprised
19," Yes they have a function to play. In the old west, the most popular hat was the bowler!",Surprised
19,Wow! They always show a stetson or something close so I'm shocked by that.,Surprised
19,Yes me as well! Tipping of ones hat arises from the knights raising their face visors. Very chivalry of them!,Happy
19,That's a very interesting fact. Did you know that until 1998 British politicians were required to wear a top hat if they were making a point of order?,Curious to dive deeper
19,Oh wow that seems kind of an old tradition. Kind of like that conical party hat which was derived from dunce caps!,Curious to dive deeper
19,That's also a strange hat. As far as old traditions in British politics I don't understand why they still wear powdered wigs in court either. So strange.,Surprised
19,Agreed. They look so silly in my opinion. A lot of rapping attire looks silly too. But the rapper Tupac was very talented as his music is in the library of congress of cultural significance.,Curious to dive deeper
19," I'm surprised they would include any rap at this point to be honest. Speaking of rap, do you know what Eminem wanted to be before he was a rapper?",Curious to dive deeper
19,I didn't know that. Very interesting. Rappers also have some odd beliefs. Like Kanye West who thinks AIDS is a man-made disease.,Surprised
19,Eminem actually wanted to be a comic book artist. Kanye West is very strange and has a lot of strange ideas.,Curious to dive deeper
19,Yes he is. But he has done some good things like giving a mic to a fan in a wheelchair at his concert.,Happy
19,That was nice of him. Did you know that Busta Rhymes did voice work in an animated movie?,Curious to dive deeper
19,Oh yeah you're right. He was the Reptar Wagon in the 1998 Rugrats Movie!,Surprised
19,Yes he was. He has a distinct voice so I don't know how I missed it initially.,Surprised
19,Good point. I didn't know rap was popular in Korea. They created a form of rap dueling called compliment battle! Well thanks for talking with me today!,Curious to dive deeper
19,I didn't know that either. That has to sound a lot different than the rap battles here. It was nice talking with you as well.,Surprised
19,Yes here they are much more agressive! Have a good one!,Happy
20,did you see that Kanye is having another kid?,Neutral
20,I heard something but I'm not really following his offspring :),Neutral
20,I saw that they are using a surrogate and only paying 70k.  I'd want a whole lot more than that!,Curious to dive deeper
20," ok, yes that's what I read... and somebody needs to explain to me, how using a surrogate really works...",Curious to dive deeper
20," Simple explanation:  They take egg from mom, Sperm from dad - put it together and then into another person.",Curious to dive deeper
20,ok... why are they doing that ? Kardashian can't have babies ?,Curious to dive deeper
20," Not sure to be honest, I'd love to know too though.",Surprised
20,I think it's just another thing to do to be on the cover of the magazine and have plenty of interviews...  this is a crazy world...,Curious to dive deeper
20," I wouldn't doubt it.  Speaking of him, do you like rap music? (trying to cover the topics! haha)",Neutral
20," lol ;) no, not really... I don't consider it to be music ;)",Curious to dive deeper
20,I mean - I think it is definitely music...but I agree not my type.,Surprised
20,Doesn't music needs melody ? ;),Surprised
20,Lots of rap does have that!,Disgusted
20,a sample on keyboard doesn't count ;),Surprised
20,I'm thinking you haven't heard much more than whats on the radio then,Surprised
20," Maybe You're right, I don't want to argue ;) not my cup of tea though :) I'm more of a blues fan. Classic rock, maybe metal. ;)",Curious to dive deeper
20,I'll pretty much listen to anything except country.  It is god awful,Curious to dive deeper
20,I don't listen to country but I don't mind it. It has it's own charm and it takes skills to play and sing country...,Curious to dive deeper
20,I suppose.  Just like most music what is played on the radio is just garbage,Disgusted
20,I agree... I mean I haven't heard anything new that's good. Maybe except Black Country Communion... great band,Curious to dive deeper
20,Can't say I know them!,Surprised
21,Do you like rap music?,Curious to dive deeper
21," I do, but I cannot tolerate Kanye West. I adore Tupac, and think it's interesting that the Library of Congress chose his music to be included because it's culturally significant.",Curious to dive deeper
21," I agree, Kanye's old music was really good. He's just out there. Just like how he thinks AIDS is a man-made disease. ",Curious to dive deeper
21," I just don't care for him. I would have loved to have been in the courtroom, the day a judge decided to give her ruling to Eminem, in rap style.",Curious to dive deeper
21," That would have been funny. Speaking of Eminem, did you know that his true dream was to become a comic book artist?",Curious to dive deeper
21," Yes, Spidey is his favorite. My brother used to love Rugrats when he was little, I only found out recently, that Busta Rhymes voiced the reptar wagon in the movie.",Curious to dive deeper
21,I didn't know that either. That's pretty interesting. Did you know that Korean rappers invented a new type of freestyle?,Curious to dive deeper
21," The compliment battle, lol. i would love to hear that. I love how people think the cowboy hat was the most popular in the old west, yet it was really the bowler.",Curious to dive deeper
21," Yeah, cowboy hats were more as working hats weren't they? Did you know that up until 1998 politicians had to wear a top hat if making a point of order in the House of Commons?",Curious to dive deeper
21," I did not. That sounds interesting. Much like the ""tip of the hat"" originates from Knights raising their visors.",Neutral
21,That is interesting too. I heard that in 1908 a law was passed limiting the length of hatpins.,Curious to dive deeper
21," They did that, so they wouldn't be used as weapons. Smart move.",Neutral
21,Yeah it is. I'd hate to be stabbed to death with a hat pin.,Curious to dive deeper
21,That does sound like a painful way to die. I do like  the fact that Kanye gave his mic to a fan in a wheelchair once. He does have a few redeeming qualities.,Neutral
21,Yeah he does have a few. He once did an SNL skit mocking for interrupting awards shows....2 years before the infamous Taylor Swift incident.,Curious to dive deeper
21," I have no idea what that is, as I don't pay attention to her either. I still find it mindblowing that Big Sean turned down a scholarship to Michigan, to go rap.",Disgusted
21," Yeah that is pretty good. He made a good choice I guess, he's one of the biggest rappers in the world right now. He can always go back. ",Curious to dive deeper
21," Big Sean is? Weird, most have never heard of him. I do like Kanye's middle name, Omari,. ",Neutral
21,So his initials are K.O.W. That's funny!,Curious to dive deeper
21," I love the skits Saturday Night Live does of trump. The one of Brett Kavanaugh was hilarious, have you seen it?",Curious to dive deeper
21,Yes it was hilarious!,Curious to dive deeper
21," Thank you for chatting with me, have a nice day.",Neutral
21," I enjoyed it, I hope you have a nice day as well. ",Curious to dive deeper
22,Hello.  Did you know that there is a candy desk in the us senate?,Neutral
22," haha yeah, I heard about that. It's been there since 1968.",Happy
22,I guess they all like candy a lot!  At least it's american made. The candy is made in pennsylvania.,Neutral
22,What candy is made in Pennsylvania besides Hershey?,Curious to dive deeper
22," They've got milky way bars, mars bars, and even jelly beans!",Neutral
22," Wow, that's way cooler than the fact that they didn't let women wear pants until 1993.",Surprised
22,I know. It is so surprising to me that it took that long for two women senators to protest by wearing pants on the senate floor.,Neutral
22," They wore pantsuits, they kept it classy. haha.",Happy
22,Yes they did.  Senate is very big on tradition.  They used the same gavel for 165 years until it got cracked.,Neutral
22," Senate can be so cool, haha. Did you hear that in 1988 they arrested senators to force them to vote? I thought that sort of things only happened on House of Cards",Happy
22,I have heard about that.  One of the senators tried to escape and was carried feet first into the senate chamber by three officers!,Neutral
22," Yeah, I think that rule might be from before senators were elected. They weren't elected until 1913.",Curious to dive deeper
22,Elections are a good and a bad thing.  I've heard somewhere that the people of Ancient Athens came to the conclusion that elections would lead to an oligarchy.,Neutral
22,I think that might be because nobody votes. Voter turn out hasn't gone higher than 62% in 100 years.,Neutral
22,Maybe some people figure there's no need to vote.  Research shows that the taller candidate wins most of the time anyway.,Neutral
22,We should just have people voted in by lottery. That's what Athens used to do.,Disgusted
22,It almost seems as if that is what we have now.  I think more states than just Nevada show have a none of these candidates on their ballots.,Neutral
22," Yeah, hopefully we'll see some electoral reform soon, hopefully we can see this will improve fairness.",Neutral
22,Speaking of fairness did you know that not all men in the UK could vote until 1918?,Neutral
22," nope. But, I did hear that astronauts can vote from space.",Happy
22,That is amazing and very determined.  It's like India setting up a booth just so one person can vote in a forest that is full of lions!,Neutral
23,Hi are you a fan of Star Wars?,Curious to dive deeper
23," My son is, so I know a little bit about it.",Neutral
23,Nice!  Did you see the first movie when it came out in 1977?  I remember going to the theater to see it.,Curious to dive deeper
23," No, I did not.  My son went with his friends. Apparently, Star Wars was dubbed in Navajo in 2013.",Curious to dive deeper
23,There must have been a big enough market for them to do that.  They have the money to do it that's for sure.  Just the box office alone the Star Wars franchise has brought in over $8.5 billion dollars!,Happy
23,20th Century Fox did not think that Star Wars was going to succeed.  Do you know what happened to Star Wars' licensing and merchandising rights?,Curious to dive deeper
23,Didn't George Lucas get them somehow?,Curious to dive deeper
23," Yes, because they did not want to pay additional directing fee to Lucas. ",Curious to dive deeper
23,Nice.  He scored then big time because the entire Star Wars franchise is estimated to $65 billion dollars!,Happy
23," 20th Century Fox avoided to pay additional fee of only $500k to Lucas.  They were willing to give the licensing and merchandising to him.  Someone got fired at the company, I'll bet.",Curious to dive deeper
23,You know it!  George Lucas' wife Marcia won an academy award for editing the film!,Happy
23," I heard about it.  She was talented.  By the way,  Marcia is no longer married to Lucas.",Neutral
23,Whoa!  I didn't know that.  Maybe George doesn't have as much as that $65 billion as I thought.  Yikes.,Happy
23," It's okay.  Marcia is entitled to the money too.  She want the award, remember?",Neutral
23,Yes!  lol  James Earl Jones took only 2.5 hours to record all of the parts for Darth Vader for the original movie.,Happy
23," Sorry, what I meant was ""she won the award"". About James Earl Jones - I think he was only paid $7500 for his work.  That was not fair.",Curious to dive deeper
23,Wow.  That sure doesn't.  I wonder if he gets any licensing fees at all for Darth Vader?  On a different subject....did you know that Earth's surface is 71 percent water and 29 percent land?,Curious to dive deeper
23,I did not know the exact percentages.  Thanks for the info!,Neutral
23,On a sad note relating to those percentages....more than 80 percent of the earths natural forests have already been destroyed?,Happy
23,I heard about it and we need to do something about it.,Curious to dive deeper
23,I agree.  It's sad.  I had a good time chatting with you tonight!,Happy
23,I thank you for your information - I learned a lot from you.  Have a good night.,Happy
24,Hey! Are you a Star Wars fan? I love George Lucas for creating such a cool storyline.,Happy
24,Hello! I do like Star Wars! I can't believe companies thought it would be a flop!,Surprised
24,Yeah can you believe that? Now the franchise of Star Wars is estimated to be worth $65 billion.,Surprised
24," I'm glad 20th century fox finally decided to jump on board with them! My mind is blown, George Lucas says the entire story is told by r2d2!",Curious to dive deeper
24,Wow I never knew that. Star Wars is the second highest grossing film series of all time. I wonder what the first one is?,Curious to dive deeper
24,Maybe the Harry Potter movies? I don't think the movie Blade Runner comes close to it haha. Have you seen it?,Surprised
24,Yeah I have seen all the blade runner movies. They are very cool and gritty. Ridley Scott is a good director.,Happy
24,I still have yet to see one but I want to! I like how the director and Harrison Ford debated if his character was real or not!,Curious to dive deeper
24,Now that is something that I have thought a lot about as well. That classic line at the end of the first movie delivered by the replicant was actually improvise by the actor.,Surprised
24,I think the whole concept of that movie was done right just by hearing about it! I didn't even know the composer to the soundtrack couldn't read music!,Curious to dive deeper
24," That is fascinating! Blade runner was the last sci-fi movie to be made completely analog, that is there were no computerized graphics.",Surprised
24," Wow, and now it seems like it's all computerized graphics! Speaking of crazy, isn't earth awesome?",Curious to dive deeper
24,Yes earth is epic indeed! When earth was first formed a day was only 5.5 hours long! But that was a very long time ago!,Surprised
24,I feel like I would never be able to catch up on sleep during that time lol. I wonder at what point will earth's days be like 40 hours haha.,Curious to dive deeper
24,Yeah I've wondered that as well. I don't look forward to working that long! Earth will also be helium free by the end of the 21st-century. No more balloons for us!,Curious to dive deeper
24," I wonder if clowns will be out of jobs at that time as well haha. We do have to thank Jupiter though, they save us from many asteroids coming our way!",Curious to dive deeper
24,Do they really? I'm not really familiar with that concept. One sad statistic is that more than 80% of the earths natural forest have already been destroyed.,Sad
24,That is so sad! We are destroying the planet we live on! That is even more sad because the world is 71 percent water anyways!,Curious to dive deeper
24," Yes it is. Mostly by oceans but also lakes, rivers, and other sources! Well it was lovely getting to talk with you!",Neutral
24," I agree, It was nice chatting with you as well. Have a great day!",Curious to dive deeper
24,You as well. Goodbye now!,Neutral
25," Hello, How are you? Do you like politics?",Curious to dive deeper
25," Im well.  I do like politics, I just find our current climate a bit hostile.",Neutral
25," lol, I agree with you!! I didn't know Nevada is the only state to have a none of the above voting option?",Surprised
25,I think that is a perfect option.  Sometimes there just arent good candidates.,Neutral
25,I agree!! Did you know since 1900 the taller candidate has won by 75%?,Surprised
25," yeah, I guess people think dominance with height?  Not sure how that one works.  And All bearded presdients were republican",Neutral
25," Yes, I heard that too! Good to know the astronauts in space can vote too!",Happy
25," They can.  And in certain places they might have voted for some animals.  Like a cat named Hank, third place in Virginia senate election",Neutral
25,Oh my goodness! Really. At least we don't have to go into the forest with lions like they do in Indian government!,Happy
25," I know, id be skipping out on that election.",Neutral
25,I think I would too! Too bad Richard Nixon cracked that 165 year old gavel the senate used. It must be somewhere on display.,Curious to dive deeper
25," Yeah, that has to be a piece of US history.",Neutral
25,Love the candy desk idea at the senate! Now I'm going to think about them going thru that drawer full of milky ways . mars bars and jelly beans!,Curious to dive deeper
25,It does sound like the best idea ever.  All that candy is made in Pennsylvania too.,Neutral
25," Yes, keep their sugar levels up!! lol",Happy
25,Keep them working.  LOL,Neutral
25," Yeah, can't make good choices when your sugar has dropped!  It can't believe it took until 1993 for women to wear pants on the senate floor. ",Surprised
25," I know.  If I were elected, I would be doing that first day.  Actually, Id probably bring up senate pajama day.  I m all about the comfort.",Neutral
25,I am too. Nothing worse than trying to work and feeling uncomfortable!! Good chat!!,Neutral
25,For real!  Have a good one!,Neutral
25,You too! Have a good night!!,Happy
26,Do you know much about politics?,Curious to dive deeper
26,Just the basics mostly.  Do you know what the 'candy desk' tradition is about?,Curious to dive deeper
26," I've heard one of the Senators keeps candy in their desk. Pretty cool! Did you know that Since 1900, the taller candidate has won the us presidential election 75% of the time?",Surprised
26," What! No, I did not know that, that is very interesting. ",Surprised
26," Also, Astronauts vote from space, so the rest of us have no excuse not to make it to an election. ",Surprised
26," That is crazy, but understandable.  And you are right, gives us no excuse.  Did you know about Jordan's political dealings?",Curious to dive deeper
26,I don't. Tell me more.,Curious to dive deeper
26," He was asked why he would endorse a Democrat, and he said because republicans buy shoes too.  I thought it was funny. ",Happy
26," Haha, that is funny! Nevada is the only state to have a ""none of these candidates"" voting option for presidential elections.",Surprised
26,Yeah I think the Nevada voting laws are quite odd.,Neutral
26,The voter turnout for us presidential elections hasn't breached 62.8% in the last 100 years! That's actually more than I would guess.,Surprised
26," Well, we'll see how voting will be done twenty years from now, if they make it easier, the numbers will probably rise. ",Curious to dive deeper
26,That's true. Not all men in the uk had the right to vote until 1918.,Surprised
26,I wonder how much fraud there was in voting back in 1918.,Curious to dive deeper
26," I'm sure a lot. Elections are fairly new. rom 1789 until 1913, Senators were appointed by legislatures of the states they represented; following the ratification of the Seventeenth Amendment in 1913, they are now popularly elected. ",Surprised
26,That is a very interesting fact.  Do you remember the first time you voted?,Curious to dive deeper
26,I don't. it was a long time ago! Women were not allowed to wear pants on the u.s. senate floor until 1993.,Surprised
26,I think that is the strangest fact of the day.  I think it's wild when observers have to be blocked from polls during elections.,Curious to dive deeper
26,Strange and freaky! dian government sets up a polling booth in a forest full of lions for a single voter.,Surprised
26,I think I've read that before! Wild to think about.,Curious to dive deeper
26,Nice chatting with you. Thanks!,Curious to dive deeper
27," Hey how are you, can't believe that Georgia senator got arrested!",Curious to dive deeper
27,She said she was peacefully chanting.,Sad
27," That's interesting, I wish voting was different now, no reason to still have ballots with no federal holiday for Election Day.",Curious to dive deeper
27,It's interesting that astronauts vote from space!,Surprised
27," For sure, I wonder if it's confidential up there? How does it get back to earth?",Curious to dive deeper
27," Right, I'll have to look that up. Indian government sets up a polling booth in a  forest that is full of lions for just one voter.",Surprised
27," I wonder if that person even shows up to vote, or why he's in the jungle like that haha. Did you vote last election?",Curious to dive deeper
27," Yes I did. And even though we don't have to go to a forest full of lions, voter turnout for US presidential elections has not reached 62.8 percent in the last 100 years.",Surprised
27," That's crazy, I wonder if they'll ever fix that, plenty of things they can do about that but never attempt it. ",Curious to dive deeper
27,Since 1900 the taller candidate has won the US presidential election. Hope that's just a coincidence!,Surprised
27," Oh wow, that's pretty crazy. I'm 6'4"", I should run for president lol. ",Curious to dive deeper
27," Ha, maybe you should. Officials in Athens didn't have much faith in elections. They thought it would lead to oligarchy.",Surprised
27," Oh wow, that's some forward thinking. What is an oligarchy again?",Curious to dive deeper
27,It is where power is concentrated in a small group of people.,Surprised
27," Ah I gotcha, they're kind of right I'm sure. I wonder what the perfect government system is? Any ideas?",Curious to dive deeper
27," Not sure I have faith in any, as all great civilizations come to an end. It seems like we are still barely progressing though. Women could not wear pants in the US senate floor until 1993 after a couple of women senators protested by wearing pantsuits.",Surprised
27," Oh wow, that's crazy how sexist they still were. I agree about the great civilizations coming to an end, they all thought they'd be around forever too.",Curious to dive deeper
27," I think it's interesting that astronauts vote from space. Yet, we have low turnouts for presidential elections for those of us on earth, haha.",Surprised
27," For sure, I wonder why people don't show up so much, I wish they would more!",Curious to dive deeper
27," Yeah, the Indian government set up a polling booth in a forest full of lions for one voter, that is pretty neat.",Surprised
27," Very cool. Great chatting with you, I'm going to take off though, take care!",Curious to dive deeper
28,did you watch the movie Frozen?,Curious to dive deeper
28," I did and loved it so much, and you?",Curious to dive deeper
28,me too. Did you know it is the first movie by disney directed by a woman?,Curious to dive deeper
28," Yes and also that it made $1 billion worklwide, that is amazing",Curious to dive deeper
28,I know. Elsa was the main villain in the original script of the movie,Curious to dive deeper
28,Yes but the let it go song was too uplifting to keep her as the villain,Curious to dive deeper
28,Yes. And the original title of the movie was the Snow Queen,Curious to dive deeper
28," Yes but they changed it because feminine titles do not seem to do well, so sad",Curious to dive deeper
28,That is sad and it is just the mentality that we have to work hard to change,Curious to dive deeper
28,Yup agreed. They also changed Rapunzel to Tangled for that same reason,Curious to dive deeper
28,Yeah. DO you have a pet?,Curious to dive deeper
28,I have two cats and a dog. DO you like dogs?,Curious to dive deeper
28,I love dogs. did you there they can have one of the 12 blood types?,Curious to dive deeper
28,Yes and there are blood drives for dogs,Curious to dive deeper
28,So cool. In istanbul they have installed water and food dispensers for dogs,Curious to dive deeper
28,Yes and all you have to do is feed it plastic bottles,Curious to dive deeper
28,Yes such a genius idea and it helps everyone involved,Curious to dive deeper
28,I know. Dogs are really good at understanding pointing,Curious to dive deeper
28,Yes and same goes for the elephants as well,Curious to dive deeper
28,Yeah. Google is a dog company it seems,Curious to dive deeper
28," Yes they have that in their code of conduct, talk about dedication",Curious to dive deeper
28," I know right, dogs deserve that though",Curious to dive deeper
29,Do you like baseball ?,Curious to dive deeper
29,I have heard of it. Do you?,Neutral
29," I like, the sport but there is not MLB team in my city, so I don't watch it. But I find it really interesting, full of small details, like managers wear a uniform so they could replace a player if they need to. ",Surprised
29," That is probably a holdover from the old days when a player was chosen to be manager. Nowadays, it wouldn't work.",Neutral
29," Yes, I wonder if it could be even dangerous for some of them, like some could have an heart attack.  ",Neutral
29," Yeah, no insurance company would touch the managers on the field, that's for sure.",Neutral
29," I think they would be better at softball, did you ever watch a softball game ? ",Curious to dive deeper
29," I have never watched a softball game, though I understand many women play it. ",Neutral
29," I think it is more a hobby than a professional sport, the average salary is around 5500 $ per year, some hobos make more. ",Neutral
29," Hobos? I never thought of income in terms of hobos, though I guess they do make money through their illicit means. ",Neutral
29," Panhandling can be quite profitable, for someone with no income. Like in a busy place as Manhattan. But even if I don't consider softball as a legitimate pro sport, if was the first event televised on ESPN.   ",Neutral
29,Can you win money through betting though? That always legitimizes a sport.,Neutral
29," Yes, if it is your criteria, then video game is a legitimate sport. They have leagues and a lot of betting is done on matches. ",Neutral
29," Their is a physicality to what they do, but it's just in the hands.",Neutral
29," As shooting, and it is even an Olympic sport, but it is strange to see a smoking fat man winning a medal. Do you play video games ?",Curious to dive deeper
29,I used to play video games. Not much now. Lost interest. Do you?,Curious to dive deeper
29," Me too, I have lost interest playing before I have lost interest in buy them so I have a backlog of a few games that reminds me  not to buy the next console. It is the more and more popular, 3 billon hours are played on video games each week on Earth. ",Sad
29,Wow. So much time on games. I guess it's about the same as time spent watching TV.,Neutral
29," Yes, but video are viewed more negatively than TV, that is why you have legislation in some countries limiting the time played by children.",Neutral
29,It is important to keep the kids from losing themselves in the games. Which countries restrict video games?,Curious to dive deeper
29," There is Korea limiting kids under 16, and China I think. Mostly Asian countries. ",Neutral
29," The kids there go nuts over games. I know that there are pro gamers in Korea. Anyway, fun chat!",Happy
29," You too, have a good evening.",Neutral
30,Hi there are you a baseball fan?,Curious to dive deeper
30,i like baseball. i usually watch the world series. You?,Neutral
30,I'm a fan.  Did you know that baseball managers wear uniforms because they are technically able to play for their teams if needed.,Happy
30,I think that is a holdover from the old days. i bet back then a player was chosen to also be manager.,Neutral
30,I'm not sure how that worked.  The last one to do that I remember was Pete Rose back in the late 80's.  He played every day and managed at the same time.,Happy
30," yeah, he was a competitive guy. probably perfect for the dual role of manager/player.",Neutral
30,Up until 2005 a married couple scheduled all 2430 major league baseball games played each year for 24 years!  I bet that could get confusing.,Happy
30," Yeah, i figured that was all done by computer.  I guess they had a pretty sweet gig.",Neutral
30,Must have paid pretty good otherwise I don't think they would have done it for that long.  A man found 3 million dollars worth of baseball cards in grandfathers attic that were hidden since the 1940's.  He hit the jackpot.,Happy
30," Wow. I would probably sell some, and keep the rest as an investment. What would you do?",Neutral
30,I would do exactly the same as you.  How could you not pass that up the chance to set yourself up for life? lol,Happy
30," Yeah, that is quite lucky. Do you follow softball at all?",Neutral
30,I actually enjoy watching college softball on ESPNU!,Happy
30,Really? the womens game? do men play as well?,Neutral
30," lol I watch the women though because the pitchers really sling that ball to the plate.  On May 11, 1991 Creighton hosted Utah in the longest softball game in NCAA history lasting 31 innings!",Happy
30," Yeah, that underhand pitch can really move. That is one long game! Not much of a career after college though. As of 2014, the average salary for a professional softball player is between $5,000 and $6,000.",Neutral
30,No.  Not enough fans to support it. lol  Jose Canseco claims to hold the record for longest softball homerun at 622 feet.  He might have it.  I've watched him hitting softballs on youtube.  He crushes them even still to this day.,Happy
30,He had the juice to hit the balls a country mile. I didnt know he played softball.,Neutral
30,Check it out on youtube.  I was shocked at how far the balls go. lol  Kickball is also called soccer-baseball in Canada! lol It's been fun chatting!,Happy
30," Yes, it has been fun chatting! Have a good weekend!",Neutral
30,You have a great weekend too!,Happy
31," Hi, how are you doing this fine evening?",Neutral
